Name,Age,2024 Net Worth,Industry,Source of Wealth,Title,Organization,Self-Made,Self-Made Score,Philanthropy Score,Residence,Citizenship,Gender,Marital Status,Children,Education
Anant Asavabhokhin,73.0,$1.1B,Real Estate,Real estate,Co-founder,,True,,,"Bangkok, Thailand",Thailand,M,Married,3.0,"Bachelor of Engineering, Chulalongkorn University; Master of Science in Engineering, Illinois Institute of Technology; Master of Business Administration, Thammasat University"
Ananda Krishnan,86.0,$4.9B,Telecom,"Telecoms, media, oil-services",Founder,Usaha Tegas,True,,,"Kuala Lumpur, Malaysia",Malaysia,M,Married,3.0,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, Melbourne University"
Lin Xiucheng & family,68.0,$2B,Technology,Electronics,,,True,,,"Xiamen, China",China,M,Married,4.0,"Bachelor of Arts/Science, Xiamen University"
Ronald Wanek,82.0,$5.3B,Manufacturing,Furniture,"businessman, founder and chairman",Ashley Furniture Industries,True,9.0,2.0,"Saint Petersburg, Florida",United States,M,Married,3.0,"High School Graduate, High School"
Pradeep Rathod,59.0,$1B,Manufacturing,Plastic products,chairman and managing director,Mumbai-headquartered Cello World,False,,,"Mumbai, India",India,M,Married,2.0,
Steven Sarowitz,58.0,$2.4B,Technology,Payroll software,"businessman, Founder",Paylocity,True,8.0,2.0,"Highland Park, Illinois",United States,M,Married,,"Bachelor of Arts/Science, University of Illinois, Urbana-Champaign"
Tsai Ming-kai,74.0,$3.7B,Technology,Semiconductors,"entrepreneur, currently Chairman",MediaTek,True,,,"Hsinchu, Taiwan",Taiwan,M,Married,2.0,"Bachelor of Engineering, National Taiwan University; Master of Science in Engineering, University of Cincinnati"
Darcie Glazer Kassewitz,55.0,$1.7B,Sports,"Manchester United, Tampa Bay Buccaneers",president,"Tampa Bay Buccaneers Foundation, Glazer Vision Foundation",False,,,"Palm Beach, Florida",United States,F,,,"Bachelor of Arts, American University, Juris Doctor, Suffolk University Law School"
Richard Schulze,83.0,$4.1B,Fashion & Retail,Best Buy,Chairman,Best Buy,True,8.0,3.0,"Naples, Florida",United States,M,"Widowed, Remarried",10.0,"Diploma, High School"
Anders Holch Povlsen,51.0,$12.5B,Fashion & Retail,Fashion retail,CEO,Bestseller,False,,,"Aarhus, Denmark",Denmark,M,Married,4.0,"Bachelor of Arts, Anglia Ruskin University"
Helena Dassault,34.0,$2.5B,Diversified,Inherited,an heir,Dassault aerospace and software fortune,False,,,"Paris, France",France,F,Single,,"Bachelor of Commerce, Pace University, Bachelor of Arts/Science, Tongji University"
Marc Lasry,63.0,$1.9B,Finance & Investments,Hedge funds,Founder,Avenue Capital Group,True,9.0,,"New York, New York",United States,M,Married,5.0,"Bachelor of Arts/Science, Clark University; Doctor of Jurisprudence, New York Law School"
Christoph Zeller,66.0,$1.5B,Healthcare,Dental materials,Owner,Ivoclar Vivadent,False,,,"Vaduz, Liechtenstein",Liechtenstein,M,Married,,
Germán Larrea Mota Velasco & family,70.0,$27.9B,Metals & Mining,Mining,Chairman and CEO,Grupo México,False,,,"Mexico City, Mexico",Mexico,M,Married,,"Bachelor of Arts/Science, Universidad Anáhuac México Sur"
Fan Hongwei,57.0,$3.8B,Energy,Petrochemicals,Chair and CEO,Hengli Petrochemical,True,,,"Suzhou, China",China,F,Married,1.0,
Gretel Packer,58.0,$1.7B,Finance & Investments,Investments,"billionaire investor , philanthropist.",,False,,,"Sydney, Australia",Australia,F,Divorced,3.0,
Xu Yuejuan,62.0,$1.1B,Manufacturing,Petro Fibre,supervisor,Zhejiang Rongsheng Holding Group,True,,,"Hangzhou, China",China,F,Married,,
T.S. Kalyanaraman,76.0,$3.2B,Fashion & Retail,Jewelry,"businessman, managing director",Kalyan Jewellers and Kalyan Developers,True,,,"Thrissur, India",India,M,Married,3.0,"Bachelor of Commerce, Sree Kerala Varma College"
Girdhari Jaisinghani,79.0,$1.3B,Manufacturing,Cables & wires,owner,minority stake in listed Polycab,False,,,"Mumbai, India",India,M,Married,3.0,"Bachelor of Science, Walchand College of Engineering Sangli"
Yeh Kuo-I,82.0,$1.7B,Manufacturing,Manufacturing,"founder, president",Inventec,True,,,,Taiwan,M,Married,2.0,"Bachelor of Science, University of San Francisco"
Kwee Liong Keng,78.0,$1.6B,Real Estate,Real estate,owner,array of luxury hotels and iconic office towers across Singapore,False,,,"Singapore, Singapore",Singapore,M,Married,5.0,"Bachelor of Science, Philadelphia College Textiles & Science"
Peggy Cherng,76.0,$3.1B,Food & Beverage,Fast food,"businesswoman and computer scientist, co-founded, co-chief executive officer","Panda Express, Panda Restaurant Group",True,9.0,2.0,"Las Vegas, Nevada",United States,F,Married,3.0,"Bachelor of Arts/Science, Oregon State University; Master of Science, University of Missouri; Doctorate, University of Missouri"
François Pinault & family,87.0,$31.6B,Fashion & Retail,Luxury goods,CEO,Kering,True,,,"Paris, France",France,M,Married,3.0,"Drop Out, High School"
Matthew Pritzker,41.0,$1.7B,Diversified,"Hotels, investments",founder,Matthew Pritzker Company,False,,,"Chicago, Illinois",United States,M,Single,,
Theo Mueller,84.0,$5.9B,Food & Beverage,Dairy,Owner,Theo Müller Group,False,,,"Zurich, Switzerland",Germany,M,In Relationship,9.0,
E. Joe Shoen,74.0,$4.3B,Automotive,U-Haul,CEO,U-Haul Holding Company,False,5.0,,"Phoenix, Arizona",United States,M,Married,,"Bachelor of Arts/Science, College of the Holy Cross; Master of Business Administration, Harvard Business School"
Chow Shing Yuk,46.0,$1.9B,Logistics,Logistics,"cofounder, chairman and CEO",Lalamove,True,,,"Hong Kong, Hong Kong",Hong Kong,M,,,"Master of Economics, Chinese University of Hong Kong; Bachelor of Arts/Economics, Stanford University"
Wu Shaoxun,68.0,$1.9B,Food & Beverage,Wine,Chairperson,Jing Brand,True,,,"Daye, China",China,M,,,
Roberto Hernandez Ramirez,82.0,$1.9B,Finance & Investments,"Banking, investments","Mexican businessman, former CEO",Banco Nacional de México,True,,,"Mexico City, Mexico",Mexico,M,Married,3.0,"Bachelor of Arts/Science, Ibero-American University"
Dwight Schar,82.0,$2.6B,Construction & Engineering,"Homebuilding, NFL team","businessman, founder, Executive chairman and Chairman of Executive Committee","NVR, Inc",True,,,"Palm Beach, Florida",United States,M,Married,3.0,"Bachelor of Arts/Science, Ashland University"
Zhong Sheng Jian,66.0,$1B,Real Estate,Real estate,founder,Yanlord Land Group Limited,True,,,"Singapore, Singapore",Singapore,M,Married,5.0,
Kentaro Ogawa,75.0,$2.7B,Food & Beverage,Restaurants,"founded, Chairman, President & Chief Executive Officer, holds the title of President & Representative Director","Zensho Holdings, Nihon Create KK",True,,,"Tokyo, Japan",Japan,M,Married,,
Vijay Agarwal,75.0,$1.3B,Automotive,Construction equipment,founder,construction equipment maker Action Construction Equipment,True,,,"Faridabad, India",India,M,Married,1.0,"Bachelor of Science, University of Delhi, Master of Business Administration, University of Delhi"
Yu Renrong,58.0,$4.2B,Manufacturing,Semiconductors,Founder and Chairman,Will Semiconductor,True,,,"Ningbo, China",China,M,,,"Bachelor of Science in Engineering, Tsinghua University"
Muhammed Aziz Khan,69.0,$1.1B,Energy,Power,"Bangladeshi industrialist, founder and chairman",Summit Group,True,,,"Singapore, Singapore",Bangladesh,M,Married,3.0,"Master of Business Administration, University of Dhaka"
Adam Foroughi,43.0,$2.2B,Media & Entertainment,mobile games,CEO,AppLovin,True,,,"Truckee, California",United States,M,Married,,"Bachelor of Arts/Science, University of California, Berkeley"
Michael Patterson,49.0,$1.1B,Finance & Investments,Private equity,Producer and mixer,,True,,,"New York City, New York",United States,M,,,
Ronald McAulay,88.0,$3.1B,Energy,Energy,"businessman, member of the Institute of Chartered Accountants of Scotland, holdings, sat on the boards",Hongkong and Shanghai Hotels,False,,,"Hong Kong, Hong Kong",Hong Kong,M,Married,2.0,"Master of Arts, University of Glasgow"
Robert Knauf,,$1B,Manufacturing,building materials,,,False,,,"Meerbusch, Germany",Germany,M,,,
Julia Oetker,45.0,$2.3B,Fashion & Retail,Consumer goods,Owner,Geschwister Oetker,False,,,"Bielefeld, Germany",Germany,F,,,
William Stone,68.0,$2.4B,Technology,Software,"founder, chairman and chief executive officer",SS&C Technologies,True,8.0,1.0,"East Lyme, Connecticut",United States,M,Married,3.0,"Bachelor of Arts/Science, Marquette University"
Conni Jonsson,63.0,$2B,Finance & Investments,Asset management,"Managing Partner, Businessperson, Chairperson",,True,,,"Stockholm, Sweden",Sweden,M,Married,,"Bachelor of Science, University of Linkoping"
Bob Ell,79.0,$2.3B,Real Estate,Real estate,Owner,Leda Holdings,True,,,"Surfers Paradise, Australia",Australia,M,Married,5.0,"Bachelor of Commerce, Bond University"
Tor Peterson,59.0,$2.3B,Metals & Mining,Commodities,Owner,Glencore,True,6.0,,"Zug, Switzerland",United States,M,Single,,"Bachelor of Arts/Science, Duke University"
Li Hua,46.0,$2.9B,Finance & Investments,Financial services,chairman and CEO,Futu Holdings,True,,,"Shenzhen, China",China,M,,,"Bachelor of Science, Hunan University"
Fernand Huts,73.0,$3.4B,Logistics,"Logistics, transportation",controls,Katoen Natie,True,,,"Kent, United Kingdom",Belgium,M,Married,3.0,
Sjamsul Nursalim,82.0,$1.3B,Automotive,"Tires, retail",Founder,Gajah Tunggal Tbk PT,False,,,"Singapore, Singapore",Indonesia,M,Married,3.0,
Viktor Kharitonin,51.0,$6.9B,Healthcare,Pharmaceuticals,Co-Founder,Pharmstandard Pjsc,True,,,"Moscow, Russia",Russia,M,Married,2.0,"Master of Science, Novosibirsk State University"
Min Kao & family,75.0,$5.2B,Technology,Navigation equipment,"electrical engineer, businessman, and philanthropist, co-founder",Garmin,True,8.0,2.0,"Leawood, Kansas",United States,M,Married,2.0,"Bachelor of Arts/Science, National Taiwan University; Doctorate, University of Tennessee Knoxville; Master of Science, University of Tennessee Knoxville"
Mohed Altrad,76.0,$3.4B,Construction & Engineering,"Scaffolding, cement mixers","businessman, rugby chairman and writer",Altrad Investment Authority S.A.S.,True,,,"Montpellier, France",France,M,In Relationship,5.0,"Bachelor of Science, University of Montpellier, Diploma, Paris Dauphine University, PhD, University of Montpellier, PhD, University of Paris-VIII"
Richard Li,57.0,$4.5B,Telecom,Telecom,Founder,"Pacific Century group, Hong Kong Telecom",False,,,"Hong Kong, Hong Kong",Hong Kong,M,Single,3.0,"Drop Out, Stanford University"
Alexander Abramov,65.0,$6.4B,Metals & Mining,"Steel, mining",Co-Founder and Chairman,Evraz,True,,,"Moscow, Russia",Russia,M,Married,3.0,"Doctorate, Moscow Institute of Physics and Technology"
Ken Fisher,73.0,$8.7B,Finance & Investments,Money management,Investor,,True,8.0,1.0,"Dallas, Texas",United States,M,Married,3.0,"Bachelor of Arts/Science, Humboldt State University"
Ricardo Salinas Pliego & family,68.0,$13.4B,Fashion & Retail,"Retail, media",Chairman,Azteca,False,,,"Mexico City, Mexico",Mexico,M,Married,6.0,"Master of Business Administration, A. B. Freeman School of Business; Bachelor of Arts/Science, Tecnológico de Monterrey"
Vitaly Orlov,59.0,$1.3B,Food & Beverage,Fisheries,Co-founder and CEO,Norebo Holding,True,,,"Murmansk, Russia",Russia,M,Married,4.0,"Master of Science in Engineering, Murmansk Higher Marine Engineering School"
Ho Hung Anh,53.0,$1.7B,Finance & Investments,"Consumer products, banking",Chairman,Techcombank,True,,,"Hanoi, Vietnam",Vietnam,M,Married,3.0,"Bachelor of Engineering, Kiev Polytechnic Institute"
Jed McCaleb,49.0,$2.9B,Finance & Investments,Cryptocurrency,"programmer, entrepreneur, philanthropist, founder, chairman and ex-CEO, co-founder","aerospace startup Vast, CTO of Stellar",True,9.0,,"Berkeley, California",United States,M,,,
Jeff Bezos,60.0,$194B,Technology,Amazon,Chairman and Founder,Amazon,True,8.0,2.0,"Miami, Florida",United States,M,Engaged,4.0,"Bachelor of Arts/Science, Princeton University"
Joao Moreira Salles,62.0,$5.3B,Diversified,"Banking, minerals","filmmaker, documentarian and president","Production house, Instituto Moreira Salles",False,,,"Rio de Janeiro, Brazil",Brazil,M,Divorced,1.0,"Bachelor of Science, Pontifical Catholic University of Rio de Janeiro"
Christopher Stolte,51.0,$1.5B,Technology,software,co-founder,data analytics company,True,,,"Seattle, Washington",United States,M,Married,2.0,"Bachelor of Science, Simon Fraser University, Master of Science, Stanford University, Doctor of Philosophy, Stanford University"
Pavel Tykac,59.0,$7.7B,Metals & Mining,Coal mines,Investor,Czech,True,,,"Prague, Czech Republic",Czech Republic,M,Married,4.0,"Master, Czech Technical University, Prague"
Martin Viessmann,70.0,$2.5B,Manufacturing,Heating and cooling equipment,CEO,Viessmann,False,,,"Allendorf, Germany",Germany,M,Married,2.0,"Diploma, University of Erlangen"
Jack Cowin,81.0,$3.5B,Food & Beverage,Fast food,"businessman and entrepreneur, involvement","franchised fast food chains in Australia and Canada, Hungry Jack's",True,,,"Sydney, Australia",Australia,M,Married,4.0,"Bachelor of Arts/Science, University of Western Ontario"
Giancarlo Devasini,59.0,$9.2B,Finance & Investments,Cryptocurrency,Co-Founder,Bitfinex,True,,,"Roquebrune-Cap-Martin, France",Italy,M,,,"Doctor of Medicine, University of Milan"
Ray Lee Hunt,81.0,$7.2B,Energy,"Oil, real estate",Chairman,Hunt Consolidated Inc,False,5.0,2.0,"Dallas, Texas",United States,M,Married,5.0,"Bachelor of Arts/Science, Southern Methodist University"
Hermanto Tanoko,61.0,$2.1B,Manufacturing,Paints,"businessman, President Commissioner, own","Avia Avian, empire Tancorp",False,,,"Surabaya, Indonesia",Indonesia,M,Married,4.0,"Master of Management, STIE IBMT School of Management Surabaya"
Dmitri Bukhman,38.0,$9B,Media & Entertainment,Online games,Founder,Playrix,True,,,"London, United Kingdom",Israel,M,Married,3.0,"Master of Science, Vologda State Pedagogical University"
John Bicket,44.0,$4.5B,Technology,Sensor systems,"Co-founder, CTO, VP of Engineering","Cisco Meraki, Meraki",True,8.0,,"San Francisco, California",United States,M,Married,2.0,"Bachelor of Science, Cornell University; Master of Science, Massachusetts Institute of Technology"
Romano Minozzi,89.0,$1.6B,Diversified,"Utilities, diversified","founder, president",Iris Ceramica Group,True,,,"Spilamberto, Italy",Italy,M,,1.0,"Bachelor of Commerce, University of Bologna"
Victoria Mars,67.0,$9.6B,Food & Beverage,"Candy, pet food",Former Chairperson,Mars,False,2.0,,"Philadelphia, Pennsylvania",United States,F,Married,4.0,"Master of Business Administration, University of Pennsylvania, The Wharton School; Bachelor of Arts/Science, Yale University"
Gregg Hymowitz,58.0,$1.7B,Finance & Investments,Asset management,"chairman , CEO, founder",EnTrust Global,True,,,"New York, New York",United States,M,Married,6.0,"Doctor of Jurisprudence, Harvard Law School; Bachelor of Arts, State University of New York at Binghamton"
Gayle Benson,77.0,$6.1B,Sports,New Orleans Saints,Owner,New Orleans Saints and New Orleans Pelicans,False,1.0,2.0,"New Orleans, Louisiana",United States,F,Widowed,,"High School Graduate, High School"
Alan Zekelman,61.0,$1.7B,Manufacturing,Steel,owner,Zekelman Industries,False,,,"Bloomfield Hills, Michigan",Canada,M,,,"Master of Science, University of Rochester; Bachelor of Commerce, University of Toronto"
Amy Adams Strunk,68.0,$2B,Sports,Tennessee Titans,Owner,Tennessee Titans,False,,,"Nashville, Tennessee",United States,F,"Widowed, Remarried",3.0,"Bachelor of Arts, The University of Texas at Austin"
Ginia Rinehart,37.0,$2.1B,Metals & Mining,Mining,beneficiary,mining mogul Gina Rinehart,False,,,"Sydney, Australia",Australia,F,Married,,
Cheng Yixiao,40.0,$2.3B,Media & Entertainment,Video streaming app,Co-Founder,Kuaishou,True,,,"Beijing, China",China,M,,,"Bachelor of Science in Engineering, Northeastern University; Bachelor of Engineering, Northeastern University Engineering"
Antti Aarnio-Wihuri,84.0,$1.5B,Diversified,Diversified,businessman,,False,,,"Helsinki, Finland",Finland,M,,,
Roberto Irineu Marinho,76.0,$2B,Media & Entertainment,Media,"businessman, co-owner, chairman and CEO",Grupo Globo,False,,,"Rio de Janeiro, Brazil",Brazil,M,Married,4.0,
Vardis Vardinoyannis & family,91.0,$2.1B,Energy,Oil and gas,"shipping businessman, former chairman and controlling shareholder",Motor Oil Hellas and Vegas Oil and Gas,True,,,"Athens, Greece",Greece,M,,5.0,"Bachelor of Science, Hellenic Naval Academy"
Karel Komarek,55.0,$9.5B,Gambling & Casinos,"Oil and gas, IT, lotteries",Founder,Investment Company KKCG,True,,,"Verbier, Switzerland",Czech Republic,M,Married,4.0,"Diploma, Hahnemann Medical College"
Lynsi Snyder,41.0,$6.7B,Food & Beverage,In-N-Out Burger,Owner,In-N-Out Burger company,False,3.0,2.0,"Glendora, California",United States,F,Married,,
Fred Smith,79.0,$5.6B,Logistics,FedEx,Founder and Executive Chairman,FedEx,True,7.0,1.0,"Memphis, Tennessee",United States,M,Married,10.0,"Bachelor of Arts/Science, Yale University"
